agent,userType,policy_mode,producer,policy_number,premium_amount_written,premium_amount,policy_type,company_name,category_name,policy_start_date,policy_end_date,csr,account_name,email,gender,firstname,city,account_type,phone,address,state,zip,dob,primary,Applicant ID,agency_id,hasActive ClientPolicy
John Snow,Active Client,12,Brice Delatorre,8HM1Q29FLPDM,,864,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-05-22,2019-05-22,Lisa Palmer,Bobby Goodlett & Samuel Rowland,stinson@sbcglobal.net,Male,Bobby Goodlett,Winston Salem,Personal,5777024430,5516 Pinebrook Ln,NC,27105-1706,1975-07-20,,,,
John Snow,Active Client,12,Leonardo Setser,NC1Q7GY3YHOL,,1154,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-05-25,2019-05-25,Kent Weber,Madonna Mathena & Jamar Sanford,duchamp@optonline.net,Male,Madonna Mathena,Mount Airy,Personal,7936800102,541 Cross Creek Dr,NC,27030-9194,1983-06-03,,,,
John Snow,Active Client,12,Colene Dinapoli,P231O2UVULA0,,1154,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-08-16,2019-08-16,Kenny Raymond,Violeta Belz & Sarah Turner,ubergeeb@msn.com,Male,Violeta Belz,Winston Salem,Personal,2230933898,1900 Mallard Lakes Dr,NC,27106-8615,1983-06-03,,,,
John Snow,Active Client,12,Shara Sayer,VWPKTWTO0X2O,,699,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-08-09,2019-08-09,Dustin Lowe,Raeann Louque & Prince Rojas,offthelip@yahoo.ca,Male,Raeann Louque,Winston Salem,Personal,6084684325,415 Earnest Lambeth,NC,27107-8691,1965-03-14,,,,
John Snow,Active Client,12,Mica Maly,7JEUQG5RX535,,611,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-11-29,2019-11-29,Maggie Gilbert,Meghann Sera & Ericka Haney,jsmith@yahoo.ca,Male,Meghann Sera,Winston Salem,Personal,7339364333,478 Bedford Park Dr,NC,27107-2006,1965-03-14,,,,
John Snow,Active Client,12,Roy Dries,GYR1QF4C593Y,,1043,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-10-19,2019-10-19,Deann Greer,Hye Ridings & Blaine Holt,solomon@icloud.com,Male,Hye Ridings,Winston Salem,Personal,8925804907,2004 Claxton Dr,NC,27127-6664,1967-02-26,,,,
John Snow,Active Client,12,Quinton Spece,V82W6EY606Q3,,725,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-11-27,2019-11-27,Dirk Newton,Margene Baca & Aisha Moyer,budinger@optonline.net,Male,Margene Baca,Winston Salem,Personal,3161536218,478 Bedford Park Dr,NC,27107-2006,1967-02-26,,,,
John Snow,Active Client,12,Lucius Mease,YI3NA6U0O26J,,817,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-03-13,2019-03-13,Korey Romero,Gisele Zalenski & Joey Noble,gfody@aol.com,Male,Gisele Zalenski,Kernersville,Personal,6154448521,182 Rockford Rd,NC,27284-9235,1961-01-14,,,,
John Snow,Active Client,12,Irvin Cline,7IPVTSM6KJYM,,412,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-04-28,2019-04-28,Adrian Roy,Wilton Palmateer & Sammie Carter,fraser@comcast.net,Female,Wilton Palmateer,Winston Salem,Personal,9938597273,2436 Joshua Ln,NC,27127-7610,1961-01-14,,,,
John Snow,Active Client,12,Annalisa Rendon,IC4FR0SM4PIB,,750,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-06-28,2019-06-28,Erwin Barker,Dean Criner & Kirk Beasley,boein@live.com,Male,Dean Criner,Winston Salem,Personal,8885673537,2869 Wesleyan Ln,NC,27106-5847,1965-08-23,,,,
John Snow,Active Client,12,Emmaline Ceja,EJ08LGNG12JJ,,1288,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-09-06,2019-09-06,Delmer Byrd,Maire Flinchbaugh & Mavis Charles,gemmell@comcast.net,Female,Maire Flinchbaugh,Winston Salem,Personal,4939027737,1812 Sussex Ln,NC,27104-1126,1995-11-17,,,,
John Snow,Active Client,12,Fransisca Mach,HSD3TMOVHQ8H,,360,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-10-02,2019-10-02,Kenton Curtis,Tristan Rickey & Claude Edwards,mcrawfor@hotmail.com,Male,Tristan Rickey,Winston Salem,Personal,6044496608,415 Earnest Lambeth,NC,27107-8691,1991-07-17,,,,
John Snow,Active Client,12,Carlos Ericsson,T0JVDP1M50DE,,532,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-08-29,2019-08-29,Randy Moss,Barrie Criss & Heath Barrera,gward@gmail.com,Female,Barrie Criss,Winston Salem,Personal,9557272531,124 Chrisfield Cir,NC,27104-4464,1991-07-17,,,,
John Snow,Active Client,12,Hoyt Pressler,IAX1HLF3O74W,,411,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-09-22,2019-09-22,Reuben Stokes,Yajaira Irish & Rick Franco,muzzy@yahoo.ca,Male,Yajaira Irish,Winston Salem,Personal,9771550689,415 Earnest Lambeth,NC,27107-8691,1988-03-21,,,,
John Snow,Active Client,12,Alayna Meekins,5WODIK3DUIDH,,1880,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-10-10,2019-10-10,Donnie Key,Dayle Levar & Kelsey Roman,brickbat@yahoo.com,Female,Dayle Levar,Walkertown,Personal,3911749580,6548 Woodmere Dr,NC,27051-9426,1987-03-02,,,,
John Snow,Active Client,12,Cindi Paschall,3P3H6207GXWP,,973,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-03-01,2019-03-01,Richie Young,Martine Rone & Shana Grimes,rafasgj@hotmail.com,Male,Martine Rone,High Point,Personal,5279729614,1220 N Clodfelter Rd,NC,27265-7311,1978-09-28,,,,
John Snow,Active Client,12,Tennille Brinkerhoff,E50SNAVZ87H9,,1301,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-07-02,2019-07-02,Troy Norton,Fermin Greek & Richie Bridges,daveed@icloud.com,Male,Fermin Greek,Chapel Hill,Personal,1942217530,5502 Cascade Dr,NC,27514-9691,1978-09-28,,,,
John Snow,Active Client,12,Crista Manuel,54UMS7KZYMKH,,557,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-07-29,2019-07-29,Burton Stanley,Nila Gourlay & Ellis Abbott,richard@comcast.net,Male,Nila Gourlay,Advance,Personal,1224364297,120 S March Ferry Rd,NC,27006-7514,1978-09-28,,,,
John Snow,Active Client,12,Justine Hockenberry,Y99SXA5SC12H,,1223,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-06-17,2019-06-17,Rick Kramer,Camille Croom & Twila Krueger,lridener@sbcglobal.net,Male,Camille Croom,Hickory,Personal,7007386201,840 4Th Ave Nw,NC,28601-4817,1978-09-28,,,,
John Snow,Active Client,12,Felicidad Krahn,AKUOQ7COUX0X,,514,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-09-21,2019-09-21,Scott Chang,Tess Sabir & Staci Lowe,paulv@mac.com,Male,Tess Sabir,Lewisville,Personal,5164311980,1601 S Marblehead Rd,NC,27023-7791,1970-11-26,,,,
John Snow,Active Client,12,Anita Vanderbilt,MAV77OMM586E,,585,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-05-03,2019-05-03,Maria Patton,Cherie Nevels & Omer Hardin,jaxweb@att.net,Male,Cherie Nevels,Winston Salem,Personal,4490305662,3995 N Patterson Ave,NC,27105-2644,1970-11-26,,,,
John Snow,Active Client,12,Zaida Densmore,IXVSGDS44OAC,,686,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-04-24,2019-04-24,Loren Buckley,Buddy Kahle & Aron Blair,chinthaka@me.com,Female,Buddy Kahle,Winston Salem,Personal,7810030556,3302 Konnoak Dr,NC,27127-5024,1959-10-23,,,,
John Snow,Active Client,12,Weston Ellinger,D87W53GGGKS5,,678,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-10-06,2019-10-06,Kory Vazquez,Catarina Goldsmith & Lorrie Fowler,jdhildeb@comcast.net,Male,Catarina Goldsmith,Winston Salem,Personal,5884600085,1182 Stixfield Ct,NC,27103-6027,1977-07-19,,,,
John Snow,Active Client,12,Isabell Nourse,F2JMMM4N5TSO,,368,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-09-03,2019-09-03,Rupert Petty,Renae Rickey & Harlan Mcclain,marin@icloud.com,Female,Renae Rickey,Winston Salem,Personal,8999804694,3500 High Point Rd,NC,27107-2602,1988-05-24,,,,
John Snow,Active Client,12,Karly Curran,89LL5NB6QH8V,,788,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-05-12,2019-05-12,Darcy Brown,Ethelene Tammaro & Louisa Nichols,larry@sbcglobal.net,Female,Ethelene Tammaro,Winston Salem,Personal,8128807692,1476 E Sedgefield Dr,NC,27107-1439,1975-11-05,,,,
John Snow,Active Client,12,Galina Donelan,1IHTMHVU1GFI,,559,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-07-15,2019-07-15,Fay Herring,Karen Greenhouse & Jeff Durham,dwsauder@me.com,Male,Karen Greenhouse,Clemmons,Personal,7378258098,2133 Cherrywood Dr,NC,27012-9388,1975-11-05,,,,
John Snow,Active Client,12,Elly Paolucci,NJU18D2Z2LSJ,,999,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-07-25,2019-07-25,Kelvin Ramirez,Deedee Mattox & Gil Mathis,thaljef@yahoo.ca,Male,Deedee Mattox,Statesville,Personal,4809854259,625 W End Ave,NC,28677-5157,1971-09-30,,,,
John Snow,Active Client,12,Deandre Prude,W3L6B15OJ16T,,269,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-08-21,2019-08-21,Dwain Reid,Brendon Trezza & Vicky Church,ranasta@optonline.net,Female,Brendon Trezza,Winston Salem,Personal,8816911042,3180 Bushfield Dr,NC,27127-4520,1987-03-05,,,,
John Snow,Active Client,12,Mercedes Borda,YQXL62U35I3D,,633,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-09-26,2019-09-26,Evan Larsen,Juanita Keniston & Vicki Baird,damian@yahoo.com,Male,Juanita Keniston,Winston Salem,Personal,5750928098,356 Fairfax Dr,NC,27104-4033,1957-08-18,,,,
John Snow,Active Client,12,Matilde Ingraham,X0TQ8QNH7CD4,,506,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-06-26,2019-06-26,Reba Moses,Keturah Dagenais & Perry Dawson,bancboy@att.net,Male,Keturah Dagenais,Winston Salem,Personal,2320732452,615 Rugby Rd,NC,27106-5747,1957-08-18,,,,
John Snow,Active Client,12,Marquita Muldowney,EWHJH406XQ3C,,285,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-08-16,2019-08-16,Althea Crane,Juliane Schimke & Lance Sutton,dleconte@att.net,Female,Juliane Schimke,Kernersville,Personal,5386863385,6109 Glenridge Ct,NC,27284-8672,1957-08-18,,,,
John Snow,Active Client,12,Rosette Lucia,05CI1JSK45CA,,650,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-05-30,2019-05-30,Beau Hoffman,Tressie Trundy & Casey Rosales,psichel@mac.com,Male,Tressie Trundy,Winston Salem,Personal,6585515311,301 Tortoise Ln,NC,27127-7005,1957-08-18,,,,
John Snow,Active Client,12,Vivienne Rulison,MVBWC8XU0D87,,486,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-06-21,2019-06-21,Darwin Miranda,Sheron Debonis & Anibal James,jginspace@icloud.com,Male,Sheron Debonis,Winston Salem,Personal,3081361414,635 Friar Tuck Rd,NC,27104-1652,1982-09-03,,,,
John Snow,Active Client,12,Rosalee Gilford,IIID2EAMCWK8,,750,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-06-21,2019-06-21,Shana Glenn,Loise Brueggemann & Stevie Barker,johndo@icloud.com,Male,Loise Brueggemann,Winston Salem,Personal,4614370400,635 Friar Tuck Rd,NC,27104-1652,1982-09-03,,,,
John Snow,Active Client,12,Alfredo Condit,IP1VLOO333U7,,283,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-09-27,2019-09-27,Marty Rhodes,Rosendo Henneman & Devin Fuller,heine@att.net,Male,Rosendo Henneman,Winston Salem,Personal,6274796006,1105 Hubert Ct,NC,27107-1542,1982-09-03,,,,
John Snow,Active Client,12,Phil Chico,20OQSG0EAEC5,,585,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-09-27,2019-09-27,Evelyn Cannon,Aretha Schilke & Dudley Werner,anicolao@me.com,Male,Aretha Schilke,Winston Salem,Personal,7112488788,1105 Hubert Ct,NC,27107-1542,1982-09-03,,,,
John Snow,Active Client,12,Brandie Placencia,TYMYBKOMFDQO,,498,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-03-11,2019-03-11,Sam Sims,Heather Mcdow & Andre Patton,matsn@outlook.com,Female,Heather Mcdow,Clemmons,Personal,8549833664,101 Pine Hill Dr,NC,27012-9306,1996-06-19,,,,
John Snow,Active Client,12,Sol Birney,IY6FMXD37C0E,,498,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-03-11,2019-03-11,Velma Glover,Tressa Haigh & Roman Francis,fglock@hotmail.com,Female,Tressa Haigh,Clemmons,Personal,6030124833,101 Pine Hill Dr,NC,27012-9306,1989-04-03,,,,
John Snow,Active Client,12,Yee Ribble,7O6Z2CS1BO5A,,498,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-03-11,2019-03-11,Jerome Parks,Brittny Squire & Debra Yu,karasik@verizon.net,Female,Brittny Squire,Clemmons,Personal,6873363927,101 Pine Hill Dr,NC,27012-9306,1989-04-03,,,,
John Snow,Active Client,12,Carmella Landers,XOU9Z4IN3LTW,,375,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-04-14,2019-04-14,Geneva Banks,Rafael Redfern & Brad Sawyer,drolsky@live.com,Male,Rafael Redfern,Winston Salem,Personal,4914858615,300 Huff Cir,NC,27105-3330,1989-04-03,,,,
John Snow,Active Client,12,Jared Roan,D7Z4WJC3452R,,375,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-04-14,2019-04-14,Deanna Li,Lou Petties & Maura Bell,mjewell@live.com,Male,Lou Petties,Winston Salem,Personal,3064825103,300 Huff Cir,NC,27105-3330,1992-12-19,,,,
Rita Ora,Active Client,12,Victorina Ebert,WSC3N13P45KV,,375,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-04-14,2019-04-14,Junior Kane,Huong Dominick & Rolf Page,sakusha@mac.com,Male,Huong Dominick,Winston Salem,Personal,8993720166,300 Huff Cir,NC,27105-3330,1992-12-19,,,,
Rita Ora,Active Client,12,Emiko Lobo,SAFDL6J0QUL1,,506,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-07-31,2019-07-31,Jerry Vega,Nola Draughn & Vonda Austin,parrt@yahoo.com,Female,Nola Draughn,Winston Salem,Personal,3961613898,701 Elderwood Ave,NC,27103-3413,1992-12-19,,,,
Rita Ora,Active Client,12,Xavier Hughes,FRJFO31B0OCB,,423,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-11-18,2019-11-18,Tami Ellison,Oretha Bowling & Dennis Cantu,ralamosm@icloud.com,Female,Oretha Bowling,Winston Salem,Personal,1600730372,3922 Parkview Ct,NC,27127-7390,1992-12-19,,,,
Rita Ora,Active Client,12,Aubrey Loder,ZD4PQDMQHZVY,,416,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-07-24,2019-07-24,Molly Eaton,Gilma Keech & Enoch Henry,drezet@outlook.com,Female,Gilma Keech,Winston Salem,Personal,4060576969,2902 Ne Bon Air Ave,NC,27105-4311,1992-12-19,,,,
Rita Ora,Active Client,12,Dayle Mckeithan,262UKGMR5UH7,,1564,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-12-10,2019-12-10,Gordon Carey,Luna Ruston & Gay Hudson,matthijs@optonline.net,Male,Luna Ruston,Bermuda Run,Personal,6857271483,323 Riverbend Dr,NC,27006-8523,1992-12-19,,,,
Rita Ora,Active Client,12,Lurlene Raynes,O95XXLN8YY9Z,,739,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-07-30,2019-07-30,Cliff Alvarez,Rosalinda Maher & Emilio Schmidt,ajlitt@mac.com,Female,Rosalinda Maher,Burlington,Personal,3897030779,2814 Charlotte Ln,NC,27215-4625,1992-12-19,,,,
Rita Ora,Active Client,12,Alton Shute,R91QVN245MQZ,,880,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-09-29,2019-09-29,Jan Hensley,Althea Toon & Lena Potts,iapetus@verizon.net,Male,Althea Toon,Winston Salem,Personal,7035144051,1957 Stonewood Dr,NC,27103-4761,1992-12-19,,,,
Rita Ora,Active Client,12,Vasiliki Stiefel,EVC3NPMLK2DP,,841,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-04-09,2019-04-09,Cara Mccoy,Yelena Oleary & Stacey Roach,jaarnial@icloud.com,Female,Yelena Oleary,Winston Salem,Personal,9726939807,1885 Burke Mill Rd,NC,27103-5701,1975-08-29,,,,
Rita Ora,Active Client,12,Ignacio Lewellen,DCQJZ5FMZQ7Q,,841,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-04-09,2019-04-09,Harley Kerr,Flossie Paugh & Alicia Kirk,formis@mac.com,Female,Flossie Paugh,Winston Salem,Personal,2557753634,1885 Burke Mill Rd,NC,27103-5701,1988-06-02,,,,
Rita Ora,Active Client,12,Brice Delatorre,Q9UEXVJT013C,,607,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-11-06,2019-11-06,Todd Mckee,Tomas Runyon & Noble Forbes,stefano@yahoo.com,Male,Tomas Runyon,King,Personal,6879130149,124 Brae Ridge Ln,NC,27021-9608,1971-02-04,,,,
Rita Ora,Active Client,12,Leonardo Setser,GWN5VUZM2AQF,,596,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-11-27,2019-11-27,Sherri Austin,Sherrill Strausbaugh & Greta Salinas,gomor@verizon.net,Female,Sherrill Strausbaugh,Kernersville,Personal,1257282797,1945 Embark Dr,NC,27284-7593,1971-02-04,,,,
Rita Ora,Active Client,12,Colene Dinapoli,X3ZEHVTJVQ17,,589,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-08-17,2019-08-17,Lacy Gibson,Myrna Leffel & Cindy Shields,kjohnson@mac.com,Female,Myrna Leffel,Lewisville,Personal,3368083147,158 Conrad Cir,NC,27023-9661,1971-02-04,,,,
Rita Ora,Active Client,12,Shara Sayer,OCSJF0SE09W2,,493,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-07-07,2019-07-07,Wyatt Holland,Harlan Twellman & Blair Ingram,niknejad@mac.com,Female,Harlan Twellman,Winston Salem,Personal,4021965552,1800 Hunters Forest,NC,27103-6631,1971-02-04,,,,
Rita Ora,Active Client,12,Mica Maly,Y9BKBON4S4CA,,509,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-06-30,2019-06-30,Kris Owen,Laree Fetter & Carol Fuentes,sriha@verizon.net,Female,Laree Fetter,Winston Salem,Personal,2845952042,1800 Hunters Forest,NC,27103-6631,1976-11-24,,,,
Rita Ora,Active Client,12,Roy Dries,RKTV7N5CZOK1,,429,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-12-02,2019-12-02,Luann Summers,Kasha Ore & Stacie Cox,bhtower@mac.com,Female,Kasha Ore,Winston Salem,Personal,9193573129,2630 Nantucket Dr,NC,27103-6515,1930-02-05,,,,
Rita Ora,Active Client,12,Quinton Spece,EW0ARSN30HC7,,862,Single,Nationwide Mut Fire Ins Co,Dwelling Fire,2018-07-20,2019-07-20,Opal Orozco,Tashina Buenrostro & Barry Bright,seanq@att.net,Male,Tashina Buenrostro,Winston Salem,Personal,7705874944,2153 Hilltop Dr,NC,27106-4256,1956-05-16,,,,
Rita Ora,Active Client,12,Lucius Mease,Q671DOGYYEO3,,561,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-07-28,2019-07-28,Bobbi Moore,Elia Amante & Tisha Duarte,frosal@live.com,Female,Elia Amante,Kernersville,Personal,2116872555,3824 Idlewild Rd,NC,27284-9113,1955-01-12,,,,
Rita Ora,Active Client,12,Irvin Cline,ORMH9LLGHZ69,,637,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-03-06,2019-03-06,Lola Yu,Hiram Phair & Anna Hensley,preneel@comcast.net,Male,Hiram Phair,Winston Salem,Personal,1913885795,4732 Miller Rd,NC,27106-8652,1955-01-12,,,,
Rita Ora,Active Client,12,Annalisa Rendon,PCRAUJ7DWFXW,,673,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2018-09-20,2019-09-20,Jesus Chase,Valery Carolan & Dusty Klein,neonatus@msn.com,Female,Valery Carolan,Winston-salem,Personal,2233791145,5993 Fox Point Cir,NC,27104-3754,1974-12-26,,,,
Rita Ora,Active Client,12,Emmaline Ceja,SGLUMDY5XYFZ,,986,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2019-01-09,2020-01-09,Beulah Osborne,Casey Fucci & Norma Mckay,eidac@hotmail.com,Female,Casey Fucci,Winston Salem,Personal,9091308986,1275 Thornhill Ln,NC,27106-4766,1974-12-26,,,,
Rita Ora,Active Client,12,Fransisca Mach,4WN9EMGKWQQN,,986,Single,Nationwide Mut Fire Ins Co_Copy,Dwelling Fire,2019-01-09,2020-01-09,Selma Arnold,Catharine Bevacqua & Sofia Jordan,timtroyr@yahoo.com,Female,Catharine Bevacqua,Winston Salem,Personal,9105666585,1275 Thornhill Ln,NC,27106-4766,1957-08-18,,,,
