agent,userType,policy_mode,producer,policy_number,premium_amount_written,premium_amount,policy_type,company_name,category_name,policy_start_date,policy_end_date,csr,account_name,email,gender,firstname,city,account_type,phone,address,state,zip,dob,primary,Applicant ID,agency_id,hasActive ClientPolicy
Alex Watson,Active Client,12,Quinton Spece,UQ94S5WZH611,,28120,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-05-26,2019-05-26,Shana Glenn,Bobby Wolfington & Lolita Moran,rgarcia@outlook.com,,Bobby Wolfington,Clyde,Commercial,(828) 627-0001,P.O. BOX 1079,NC,28721-1079,1982-09-27,,,,
Alex Watson,Active Client,12,Lucius Mease,NJFFWJLSE41Z,,100,Single,Nationwide Mut Ins Co,Bond,2018-09-26,2019-09-26,Marty Rhodes,Roger Horton & Ramona Lee,cderoove@mac.com,,Roger Horton,,Commercial,(248) 470-8119,,,,1990-09-28,,,,
Alex Watson,Active Client,12,Irvin Cline,LB4L4QNZ3MJ3,,9309,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-12-31,2019-12-31,Evelyn Cannon,Robert Badger & Raul Frye,mccurley@hotmail.com,,Robert Badger,Gray,Commercial,(423) 676-1305,118 Austin Ridge Ct,TN,37615-2585,1981-07-05,,,,
Alex Watson,Active Client,12,Annalisa Rendon,PSD92RQNPE4T,,9309,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-12-31,2019-12-31,Sam Sims,Sharon Bennett & Dino Castro,sherzodr@aol.com,,Sharon Bennett,Gray,Commercial,(423) 676-1305,P.O. BOX 8201,TN,37615-0201,1972-05-27,,,,
Alex Watson,Active Client,12,Emmaline Ceja,U7PP3O8GMRZX,,9309,Package,Underwriting,Commercial Package,2018-12-31,2019-12-31,Velma Glover,Margarett Roseboro & Wendy Wyatt,dmiller@me.com,,Margarett Roseboro,Gray,Commercial,(423) 676-1305,118 Austin Ridge Ct,TN,37615-2585,1969-11-23,,,,
Alex Watson,Active Client,12,Fransisca Mach,83EREAUBEYLV,,9309,Package,Underwriting,Commercial Package,2018-12-31,2019-12-31,Jerome Parks,William Carothers & Muriel Pitts,speeves@comcast.net,,William Carothers,Gray,Commercial,(423) 676-1305,P.O. BOX 8201,TN,37615-0201,1952-02-29,,,,
Alex Watson,Active Client,12,Carlos Ericsson,44868X63PFEK,,9309,Package,Underwriting,Commercial Package,2018-12-31,2019-12-31,Geneva Banks,William Frederick & Monty Odom,rwelty@sbcglobal.net,,William Frederick,Gray,Commercial,(423) 676-1305,118 Austin Ridge Ct,TN,37615-2585,1952-02-29,,,,
Alex Watson,Active Client,12,Hoyt Pressler,OIXX5S2II6VH,,9309,Package,Underwriting,Commercial Package,2018-12-31,2019-12-31,Deanna Li,Shunta Mason & Milton Waters,miami@msn.com,,Shunta Mason,Gray,Commercial,(423) 676-1305,P.O. BOX 8201,TN,37615-0201,1952-02-29,,,,
Alex Watson,Active Client,12,Alayna Meekins,RNRKS3QH54LM,,650,Single,Amco Ins Co,General Liability,2018-05-04,2019-05-04,Junior Kane,Francis Frye & Leif Lane,elflord@gmail.com,,Francis Frye,Winston Salem,Commercial,(336) 602-6116,4633 Crestview Dr,NC,27103-5335,1952-02-29,,,,
Alex Watson,Active Client,12,Cindi Paschall,FB99S13NQ2Z8,,39566,Package,Nationwide Mut Ins Co,Commercial Package,2018-04-13,2019-04-13,Jerry Vega,Susan Williamson & Elsie Ellis,godeke@yahoo.com,,Susan Williamson,Greensboro,Commercial,(336) 834-8142,7347 W Friendly Ave Ste J,NC,27410-6254,1997-02-11,,,,
Alex Watson,Active Client,12,Tennille Brinkerhoff,IYGWVPGRONY3,,15513,Single,Builders Mut Ins Co,Worker's Compensation,2018-04-13,2019-04-13,Tami Ellison,Jean Fordham & Britt Perkins,mrobshaw@verizon.net,,Jean Fordham,Greensboro,Commercial,(336) 834-8142,7347 W Friendly Ave Ste J,NC,27410-6254,1993-09-02,,,,
Alex Watson,Active Client,12,Crista Manuel,H211PK32H66I,,3273,Package,Nationwide Mut Ins Co,Commercial Package,2018-03-12,2019-03-12,Molly Eaton,Juan Castellano Torres & Tessa Suarez,tedrlord@sbcglobal.net,,Juan Castellano Torres,Winston Salem,Commercial,(336) 784-6268,1920 Chateau Rdg,NC,27103-5816,1969-11-28,,,,
Alex Watson,Active Client,12,Justine Hockenberry,4SBZHQ0DWTB2,,3774,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2019-03-12,2020-03-12,Gordon Carey,William Morris & Hunter Santana,pierce@icloud.com,,William Morris,Winston Salem,Commercial,(336) 784-6268,1920 Chateau Rdg,NC,27103-5816,1969-11-28,,,,
Alex Watson,Active Client,12,Felicidad Krahn,FUOSYZ92RIL4,,543,Single,Amtrust Group,Business Owners,2018-07-01,2019-07-01,Cliff Alvarez,Jeffery Clark & Helga Lindsey,mrobshaw@mac.com,,Jeffery Clark,RALEIGH,Commercial,(919) 522-0485,7801 HEMLOCK CT,NC,27615,1969-11-28,,,,
Alex Watson,Active Client,12,Anita Vanderbilt,MKY2VMZ8Z6JW,,152,Single,Amtrust Group,Worker's Compensation,2018-07-01,2019-07-01,Jan Hensley,Robin Jones & Vern Bonilla,treit@gmail.com,,Robin Jones,RALEIGH,Commercial,(919) 522-0485,7801 HEMLOCK CT,NC,27615,1963-07-04,,,,
Alex Watson,Active Client,12,Zaida Densmore,0SL99CRO4HLV,,10300,Single,Tarheel Insurance,Worker's Compensation,2018-06-27,2019-06-27,Cara Mccoy,Caldwell Dba Caldwell Communi & Jerald Medina,mwitte@msn.com,,Caldwell Dba Caldwell Communi,Asheville,Commercial,(828) 231-0493,82 Maney AVe,NC,28804,1963-07-04,,,,
Alex Watson,Active Client,12,Weston Ellinger,I8PDQBJ71BU4,,680.46,Single,Nautilus Ins Co,General Liability,2018-04-16,2019-04-16,Harley Kerr,Tammy Medford & Vaughn Nolan,tokuhirom@me.com,,Tammy Medford,,Commercial,(336) 972-1444,,,,1991-06-24,,,,
Alex Watson,Active Client,12,Isabell Nourse,25PL45JJ0R3L,,3994,Single,Nationwide Gen Ins Co,Business Owners,2018-04-27,2019-04-27,Todd Mckee,Tammy Tuttle & Terra Jacobs,mailarc@me.com,,Tammy Tuttle,Winston Salem,Commercial,(336) 414-7505,P.O. BOX 26104,NC,27114-6104,1972-04-22,,,,
Alex Watson,Active Client,6,Karly Curran,TL30UITLNK43,,2457.26,Single,Nationwide Gen Ins Co_Copy,Personal Auto,2019-01-25,2019-07-25,Sherri Austin,Tiffany Moore & Aimee Garcia,jesse@att.net,,Tiffany Moore,Winston Salem,Commercial,(336) 749-1615,926 Goodwood Rd,NC,27106-5603,1972-04-22,,,,
Alex Watson,Active Client,12,Galina Donelan,ZG9KYH9HZRIJ,,1074,Single,Nationwide Gen Ins Co,Business Owners,2018-09-09,2019-09-09,Lacy Gibson,Connie Hamlin & Eva Golden,mobileip@sbcglobal.net,,Connie Hamlin,Winston Salem,Commercial,(336) 749-1615,926 Goodwood Rd,NC,27106-5603,1972-04-22,,,,
Alex Watson,Active Client,12,Elly Paolucci,LY1DBKXTOITO,,9869,Single,Nationwide Mut Ins Co_Copy,Business Owners,2018-11-21,2019-11-21,Wyatt Holland,Jane Tabat & Mervin Escobar,mahbub@outlook.com,,Jane Tabat,Winston Salem,Commercial,(336) 749-1615,926 Goodwood Rd,NC,27106-5603,1972-04-22,,,,
Alex Watson,Active Client,12,Deandre Prude,HGKU367IPGAL,,250,Single,Travelers Prop Cas Co Of Amer,General Liability,2018-06-25,2019-06-25,Kris Owen,Gregory Wynne & Buddy Cain,carmena@verizon.net,,Gregory Wynne,Lewisville,Commercial,(336) 407-1700,7130 Shallowford Rd,NC,27023,1991-12-13,,,,
Alex Watson,Active Client,12,Mercedes Borda,CD1DOGR36JEP,,21371,Package,Nationwide Mut Ins Co,Commercial Package,2018-04-09,2019-04-09,Luann Summers,Theartis Dunlap & Hayden Rios,noahb@verizon.net,,Theartis Dunlap,Welcome,Commercial,(336) 788-2533,P.O. BOX 1985,NC,27374-1985,1990-12-29,,,,
Alex Watson,Active Client,12,Matilde Ingraham,WCWK0EZZDGJP,,20897,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-04-09,2019-04-09,Opal Orozco,Malvin Barnes & Lance Mckee,mhassel@yahoo.ca,,Malvin Barnes,Welcome,Commercial,(336) 788-2533,P.O. BOX 1985,NC,27374-1985,1963-12-04,,,,
Alex Watson,Active Client,12,Marquita Muldowney,HS3M8QOAI7W3,,24000,Single,Amtrust Group,Worker's Compensation,2018-04-09,2019-04-09,Bobbi Moore,Sheree Brockway & Janice Vance,matsn@sbcglobal.net,,Sheree Brockway,Welcome,Commercial,(336) 788-2533,P.O. BOX 1985,NC,27374-1985,1963-12-04,,,,
Alex Watson,Active Client,12,Rosette Lucia,TEJCYP5NUPQR,,3704,Package,Nationwide Mut Ins Co,Commercial Package,2018-08-16,2019-08-16,Lola Yu,Tracey Patrick & Olivia Pratt,druschel@comcast.net,,Tracey Patrick,Winston-salem,Commercial,(336) 391-6349,656 Hanes Mall Blvd,NC,27103-5670,1963-12-04,,,,
Alex Watson,Active Client,12,Vivienne Rulison,0YRJORLETMIL,,3319,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-08-16,2019-08-16,Jesus Chase,Stephanie William Spence & Naomi Hodge,jbarta@me.com,,Stephanie William Spence,Winston-salem,Commercial,(336) 391-6349,656 Hanes Mall Blvd,NC,27103-5670,1963-12-04,,,,
Alex Watson,Active Client,12,Rosalee Gilford,MJO0DSDY9BZ1,,3319,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-08-16,2019-08-16,Beulah Osborne,Rosie Steelman & Maxine Morgan,skajan@me.com,,Rosie Steelman,Winston-salem,Commercial,(336) 391-6349,656 Hanes Mall Blvd,NC,27103-5670,1963-12-04,,,,
Alex Watson,Active Client,12,Alfredo Condit,ZVLL2YXIHQ15,,500,Single,Nationwide Mut Fire Ins Co_Copy,General Liability,2019-01-31,2020-01-31,Selma Arnold,Wendy Hale & Reed Mcguire,xtang@att.net,,Wendy Hale,Winston Salem,Commercial,(336) 577-2223,250 Stanaford Rd,NC,27104-2723,1963-12-04,,,,
Alex Watson,Active Client,12,Phil Chico,YOIES4O25F15,,7886,Single,Farmington Casualty Com/travelers,Worker's Compensation,2019-07-19,2020-07-19,Clint Garza,Glen Hubbard & Tamara Juarez,chunzi@gmail.com,,Glen Hubbard,,Commercial,(910) 371-0101,,,,1963-12-04,,,,
Alex Watson,Active Client,12,Brandie Placencia,ECE98M96ACLF,,12217,Single,Nationwide Mut Ins Co,Business Owners,2018-08-05,2019-08-05,Simone Sharp,Michael Franklin & Israel Clark,bowmanbs@hotmail.com,,Michael Franklin,Cary,Commercial,(919) 469-0260,1150 Executive Cir Ste 2,NC,27511-4590,1963-12-04,,,,
Alex Watson,Active Client,12,Sol Birney,ZMQXVJ8PEVSQ,,538,Single,Foremost Ins Co Grand Rapids MI,Dwelling Fire,2018-03-09,2019-03-09,Leslie Prince,Joseph Medina & Johnie Edwards,pizza@yahoo.ca,,Joseph Medina,CLEMMONS,Personal,8061062484,5520 LOOP RD,NC,27012-8204,1959-01-27,,,,
Alex Watson,Active Client,12,Yee Ribble,RK6IOVSJQ8ZQ,,538,Single,Foremost Ins Co Grand Rapids MI,Dwelling Fire,2019-03-09,2020-03-09,Jaime Meadows,Betsy Pike & Melba Bridges,hllam@hotmail.com,,Betsy Pike,CLEMMONS,Personal,4554020850,5520 LOOP RD,NC,27012-8204,1959-01-27,,,,
Alex Watson,Active Client,12,Carmella Landers,XJVXKI7UR4W6,,1265,Single,Foremost Ins Co Grand Rapids MI,Dwelling Fire,2018-08-20,2019-08-20,Lisa Palmer,Sarah Kairoff & Omar Khan,jyoliver@comcast.net,,Sarah Kairoff,CHICAGO,Personal,3222351792,APT 5409,IL,60601-7383,1959-01-27,,,,
Alex Watson,Active Client,12,Jared Roan,NCCXX5BEHDCY,,1265,Single,Foremost Ins Co Grand Rapids MI,Dwelling Fire,2018-08-20,2019-08-20,Kent Weber,Charles Harvey & Winnie Moon,bdbrown@comcast.net,,Charles Harvey,CHICAGO,Personal,2647039919,APT 5409,IL,60601-7383,1959-01-27,,,,
Alex Watson,Active Client,12,Victorina Ebert,XUJESKAKNKTA,,537,Single,Foremost Ins Co Grand Rapids MI,Dwelling Fire,2018-11-13,2019-11-13,Kenny Raymond,Norbert Cooper & Gus Sosa,bhtower@outlook.com,Female,Norbert Cooper,LEWISVILLE,Personal,6292656747,5198 RIVERWEST RD,NC,27023-9752,1972-04-22,,,,
Alex Watson,Active Client,12,Emiko Lobo,L345VMM1DHYB,,542,Single,Foremost Ins Co Grand Rapids MI,Dwelling Fire,2019-01-15,2020-01-15,Dustin Lowe,Julia Brown & Rae Compton,epeeist@att.net,Female,Julia Brown,LEWISVILLE,Personal,6334217672,5198 RIVERWEST RD,NC,27023-9752,1972-04-22,,,,
Alex Watson,Active Client,12,Xavier Hughes,NSHOPWB3OI0B,,682,Single,Foremost Ins Co Grand Rapids MI,Dwelling Fire,2018-07-17,2019-07-17,Maggie Gilbert,Sue West & Greta Garrett,chlim@mac.com,,Sue West,KINGSPORT,Personal,5987261986,1621 BURGH HEATH DR,TN,37660-5718,1972-04-22,,,,
Alex Watson,Active Client,12,Aubrey Loder,2U46DKNB9W8U,,857,Single,Foremost Ins Co Grand Rapids MI,Dwelling Fire,2018-03-18,2019-03-18,Deann Greer,Johnny Williams & Allan Greene,wainwrig@verizon.net,,Johnny Williams,WARSAW,Personal,4148676723,725 PERSIMMON DR,IN,46582-5653,1972-04-22,,,,
Alex Watson,Active Client,12,Dayle Mckeithan,8B9XX7KDOPNY,,884,Single,Foremost Ins Co Grand Rapids MI,Dwelling Fire,2019-03-18,2020-03-18,Dirk Newton,Myra Sauerbrun & Dewitt Vasquez,mwitte@yahoo.com,,Myra Sauerbrun,WARSAW,Personal,1595338658,725 PERSIMMON DR,IN,46582-5653,1957-09-19,,,,
Alex Watson,Active Client,12,Lurlene Raynes,Y1EF0XFIPF95,,591,Single,Foremost Ins Co Grand Rapids MI,Dwelling Fire,2018-11-03,2019-11-03,Korey Romero,Lynn Edwards & Lula Henry,jpflip@mac.com,,Lynn Edwards,WINSTON SALEM,Personal,8528795917,205 SINKLAND DR,NC,27127-9048,1957-09-19,,,,
Alex Watson,Active Client,12,Alton Shute,HUK32M4GX542,,1051,Single,Foremost Ins Co Grand Rapids MI,Homeowners,2018-11-20,2019-11-20,Adrian Roy,Jerry Holden & Erwin Simpson,aschmitz@gmail.com,,Jerry Holden,LINWOOD,Personal,2946965167,356 CHARITY LN,NC,27299,1988-07-15,,,,
Alex Watson,Active Client,12,Vasiliki Stiefel,2CIBV22G7P3A,,863,Single,Foremost Ins Co Grand Rapids MI,Homeowners,2018-05-17,2019-05-17,Erwin Barker,Jose A Avila & Archie Wheeler,violinhi@hotmail.com,,Jose A Avila,GERMANTON,Personal,7984497727,2875 HORTON RD,NC,27019,1988-07-15,,,,
Alex Watson,Active Client,12,Ignacio Lewellen,CH7UOZ9O8QH9,,201,Single,American Family Home Ins Co,Homeowners,2018-03-29,2019-03-29,Delmer Byrd,TERRY ALLEY & Abdul Harmon,dsugal@live.com,,TERRY ALLEY,KERNERSVILLE,Personal,3481654659,1940 DOUBLE D RD,NC,27284-3954,1978-12-22,,,,
Alex Watson,Active Client,6,Brice Delatorre,XL85S92XN5XO,,252.49,Single,Integon Gen Ins Corp,Personal Auto,2019-02-18,2019-08-18,Kenton Curtis,Benny R Baynes & Tyler Foley,stefano@yahoo.com,Female,Benny R Baynes,Winston Salem,Personal,8937606671,1336 Verdun St,NC,27107-2356,1957-01-08,,,,
Alex Watson,Active Client,6,Leonardo Setser,8JYDT28DBA4L,,100,Single,National Gen Ins Co,Personal Auto,2018-09-26,2019-03-26,Randy Moss,Tammy & Michael Barker & Dalton Lang,sakusha@icloud.com,,Tammy & Michael Barker,Winston Salem,Personal,4439218295,3689 Tech Ave,NC,27107-5272,1979-02-15,,,,
Alex Watson,Active Client,12,Colene Dinapoli,3BW2A4WZ8NPK,,1638,Single,Integon Ind Corp,Commercial Auto,2018-09-06,2019-09-06,Reuben Stokes,GUADALUPE ANDRES & Lacey Sparks,sopwith@att.net,,GUADALUPE ANDRES,WINSTON SALEM,Personal,8318315757,104 W MEADOW DR,NC,27103,1979-02-15,,,,
Alex Watson,Active Client,12,Shara Sayer,V5580T65ZO5U,,1638,Single,Integon Ind Corp,Commercial Auto,2018-09-06,2019-09-06,Donnie Key,Shane Worrell & Molly Mayo,kronvold@aol.com,,Shane Worrell,WINSTON SALEM,Personal,9356492484,104 W MEADOW DR,NC,27103,1980-01-13,,,,
Alex Watson,Active Client,12,Mica Maly,UFJWAXYHTT47,,1142.51,Single,Integon Gen Ins Corp,Commercial Auto,2018-11-07,2019-11-07,Richie Young,Meghan Parsons & Oren Bender,pjacklam@optonline.net,,Meghan Parsons,WINSTON SALEM,Personal,9890837066,1610 RADCLIFF ST,NC,27107,1980-01-13,,,,
Alex Watson,Active Client,12,Roy Dries,LT8LG3MHIYY8,,1805,Single,Foremost Prop & Cas Ins Co,Commercial Property,2018-10-01,2019-10-01,Troy Norton,David Holland & Fannie Flynn,brainless@yahoo.ca,,David Holland,,Personal,8782645428,,,,1980-01-13,,,,
Alex Watson,Active Client,12,Quinton Spece,IE0CIL7S0Y6R,,581,Single,American Bankers Ins Co Of FL,Flood - Personal,2019-01-07,2020-01-07,Burton Stanley,Lindsay Phipps & Letha David,esbeck@mac.com,Male,Lindsay Phipps,Ocean Isle Beach,Personal,9489731980,1777 Gores Landing Rd Sw Apt B,NC,28469-6370,1980-01-13,,,,
Alex Watson,Active Client,12,Lucius Mease,VHUZOZG27PS3,,247.23,Single,Nationwide Gen Ins Co,Renters,2018-10-24,2019-10-24,Rick Kramer,Carolyn Johnson & Joanne Wells,houle@live.com,Male,Carolyn Johnson,Manassas,Personal,8346852837,11982 Coverstone Hill Cir Apt,VA,20109-7529,1987-12-02,,,,
Alex Watson,Active Client,6,Irvin Cline,VBM5FN7KUCUI,,1309.4,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-10-25,2019-04-25,Scott Chang,Darrin Hinshaw & Boris Knapp,noneme@comcast.net,Female,Darrin Hinshaw,Stuart,Personal,8480126258,1446 S Mayo Dr,VA,24171-4823,1986-08-29,,,,
Alex Watson,Active Client,6,Annalisa Rendon,PPYW277TEYJI,,721.62,Single,Nationwide Ins Co Of Amer_Copy,Personal Auto,2018-10-20,2019-04-20,Maria Patton,Randy Blackburn & Pablo Vazquez,smeier@me.com,Female,Randy Blackburn,Mechanicsville,Personal,5422616025,9242 Hanover Crossing Dr Apt G,VA,23116,1986-08-29,,,,
Alex Watson,Active Client,6,Emmaline Ceja,60VC67SR5PGI,,742.41,Single,Nationwide Mut Ins Co,Personal Auto,2018-09-12,2019-03-12,Loren Buckley,Jonathan Christman & Shelby Ford,marnanel@verizon.net,Male,Jonathan Christman,Winston Salem,Personal,6999243146,3914 Wayne Ave,NC,27104-3738,1975-10-27,,,,
Alex Watson,Active Client,6,Fransisca Mach,OCFV2Z1ERPNP,,562.06,Single,Nationwide Mut Ins Co_Copy,Personal Auto,2018-09-12,2019-03-12,Kory Vazquez,James Shumate & Beau Garza,jbearp@gmail.com,Male,James Shumate,Winston Salem,Personal,1613834949,3914 Wayne Ave,NC,27104-3738,1975-10-27,,,,
Alex Watson,Active Client,6,Carlos Ericsson,O8NED9AKILBC,,409.98,Single,Nationwide Mut Ins Co_Copy,Personal Auto,2019-02-04,2019-08-04,Rupert Petty,Phyllis Marshall & Edison Sloan,makarow@verizon.net,Female,Phyllis Marshall,Kernersville,Personal,9666005135,9102 County Line Rd,NC,27284-8415,1975-10-27,,,,
Alex Watson,Active Client,6,Hoyt Pressler,WLT0W7C6S7ZH,,490.51,Single,Nationwide Mut Ins Co_Copy,Personal Auto,2019-01-02,2019-07-02,Darcy Brown,Cheryl Morrison & Marian Roach,offthelip@hotmail.com,Female,Cheryl Morrison,Winston Salem,Personal,1258689735,5638 Plantation Dr,NC,27105-1416,1975-10-27,,,,
