agent,userType,policy_mode,producer,policy_number,premium_amount_written,premium_amount,policy_type,company_name,category_name,policy_start_date,policy_end_date,csr,account_name,email,gender,firstname,city,account_type,phone,address,state,zip,dob,primary,Applicant ID,agency_id,hasActive ClientPolicy
John Snow,Active Client,6,Aubrey Loder,LO2RFZIXIH9T,,628.92,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-01,2019-03-01,Lola Yu,Kenneth Sizemore & Melisa Small,nacho@verizon.net,,Kenneth Sizemore,Rural Hall,Personal,4559312381,8730 Moore Rd,NC,27045-9519,1989-08-29,,,,
John Snow,Active Client,6,Dayle Mckeithan,12B4FS23MKCL,,628.92,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-01,2019-03-01,Jesus Chase,Louie Coppley & Lorene Wagner,intlprog@outlook.com,,Louie Coppley,Rural Hall,Personal,4968402487,8730 Moore Rd,NC,27045-9519,1989-08-29,,,,
John Snow,Active Client,6,Lurlene Raynes,CCVKYGPOIIVS,,628.92,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-01,2019-03-01,Beulah Osborne,C Bowes & Carole Brown,lauronen@msn.com,,C Bowes,Rural Hall,Personal,7175075112,8730 Moore Rd,NC,27045-9519,1989-08-29,,,,
John Snow,Active Client,6,Alton Shute,3KZAZ700I3O2,,619.29,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-01,2019-09-01,Selma Arnold,Geneva Terry & Bessie Mercer,adamk@mac.com,,Geneva Terry,Rural Hall,Personal,4824519992,8730 Moore Rd,NC,27045-9519,1989-08-29,,,,
John Snow,Active Client,6,Vasiliki Stiefel,4TOMOCG39LZW,,619.29,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-01,2019-09-01,Clint Garza,Timothy Stanley & Drew Dillon,sassen@optonline.net,,Timothy Stanley,Rural Hall,Personal,6766021001,8730 Moore Rd,NC,27045-9519,1989-08-29,,,,
John Snow,Active Client,6,Ignacio Lewellen,AKZ1GGQPAEHU,,527.31,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-15,2019-03-15,Simone Sharp,Nancy Shubert & Vilma Lamb,eegsa@me.com,Female,Nancy Shubert,Yadkinville,Personal,3866417108,1935 Dobbins Mill Rd,NC,27055-5457,1989-08-29,,,,
John Snow,Active Client,6,Brice Delatorre,FPGH27M3ODYR,,787.44,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-27,2019-03-27,Leslie Prince,Lola Garrett & Sue Stout,miltchev@icloud.com,Female,Lola Garrett,Lewisville,Personal,1944503969,5260 Shallowford Rd,NC,27023-8231,1978-12-19,,,,
John Snow,Active Client,6,Leonardo Setser,XGN2NWTZLZCR,,949.77,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-09,2019-07-09,Jaime Meadows,Ruby Simons & Diane Morales,phizntrg@gmail.com,,Ruby Simons,Winston Salem,Personal,7899119047,119 Doris Dr,NC,27107-9567,1978-12-19,,,,
John Snow,Active Client,6,Colene Dinapoli,LQBH2MN9Z153,,699.2,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-12,2019-05-12,Lisa Palmer,Angela Caudle & Lenard Gates,kwilliams@optonline.net,Female,Angela Caudle,Winston Salem,Personal,5069666930,1950 Winding Ridge Rd,NC,27127-5771,1978-12-19,,,,
John Snow,Active Client,6,Shara Sayer,EOW5TPOLI4W9,,447.27,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-12,2019-05-12,Kent Weber,Hodges Brown & Felton Chang,koudas@hotmail.com,Female,Hodges Brown,Lewisville,Personal,6916820502,7915 Curtina Ln,NC,27023-9783,1978-12-19,,,,
John Snow,Active Client,6,Mica Maly,01692QX585FL,,334.05,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-23,2019-05-23,Kenny Raymond,Charles Brown & Rhea Archer,ramollin@yahoo.ca,Male,Charles Brown,Wilmington,Personal,7805541422,1116 Chestnut St,NC,28401-4320,1985-09-27,,,,
John Snow,Active Client,6,Roy Dries,56DFFUH8VQMM,,1123.69,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-25,2019-05-25,Dustin Lowe,Martha Musten & Jerome Wolfe,kodeman@mac.com,Male,Martha Musten,Winston Salem,Personal,1655717811,5085 Canaan Place Ct,NC,27105-3049,1992-11-24,,,,
John Snow,Active Client,6,Quinton Spece,CLPKHB2AOFRK,,748.23,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-07,2019-07-07,Maggie Gilbert,Myrtle Smith & Dane Haynes,dmbkiwi@comcast.net,Male,Myrtle Smith,Pfafftown,Personal,1831704140,4476 Lochurst Dr,NC,27040-9495,1992-11-24,,,,
John Snow,Active Client,6,Lucius Mease,FALAOD28A5PJ,,537.86,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-24,2019-03-24,Deann Greer,Randy Nobles & Janis Khan,crowemojo@verizon.net,Female,Randy Nobles,Winston Salem,Personal,8103740953,405 Willowcrest Dr,NC,27107-8632,1992-11-24,,,,
John Snow,Active Client,6,Irvin Cline,IPD4HQ4U7MLM,,537.86,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-24,2019-03-24,Dirk Newton,Garland Wallace & Elise Griffin,claypool@gmail.com,Female,Garland Wallace,Winston Salem,Personal,8859632712,405 Willowcrest Dr,NC,27107-8632,1992-11-24,,,,
John Snow,Active Client,6,Annalisa Rendon,YSWVOPC0RQHY,,537.86,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-24,2019-03-24,Korey Romero,Jolene Willard & Lorna Rivers,sekiya@att.net,Female,Jolene Willard,Winston Salem,Personal,4750157822,405 Willowcrest Dr,NC,27107-8632,1992-11-24,,,,
John Snow,Active Client,6,Emmaline Ceja,EGE7P140221K,,918.61,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-08-28,2019-02-28,Adrian Roy,Kent Hobson & Tracy Lucero,wbarker@yahoo.com,,Kent Hobson,Winston Salem,Personal,4350987226,718 Summit St,NC,27101-1160,1992-11-24,,,,
John Snow,Active Client,6,Fransisca Mach,ZDJSC4X77FY6,,929.55,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-28,2019-08-28,Erwin Barker,Sharon Cline & Fausto Chase,emmanuel@mac.com,,Sharon Cline,Winston Salem,Personal,9635886009,718 Summit St,NC,27101-1160,1992-11-24,,,,
John Snow,Active Client,6,Carlos Ericsson,C00RLO7T9SZT,,982.28,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-08,2019-03-08,Delmer Byrd,Everett Williams & Tara Gardner,north@outlook.com,,Everett Williams,Winston Salem,Personal,7624553618,127 Forest Glade Rd,NC,27107-6015,1992-11-24,,,,
John Snow,Active Client,6,Hoyt Pressler,W3VZLUHDGM8P,,760.85,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-29,2019-03-29,Kenton Curtis,Richard Fulp & Ethan Hogan,marin@att.net,Female,Richard Fulp,Lewisville,Personal,6244280888,225 Belnette Dr,NC,27023-9477,1961-07-03,,,,
John Snow,Active Client,6,Alayna Meekins,P231H5M28FUK,,995.37,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-10-07,2019-04-07,Randy Moss,Colette Hubbell & Amparo Lyons,ryanvm@sbcglobal.net,Female,Colette Hubbell,Winston Salem,Personal,1551857866,1655 W Clemmonsville,NC,27127-5801,1961-07-03,,,,
John Snow,Active Client,6,Cindi Paschall,GUUMAH8UHBYC,,1917.17,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-02,2019-05-02,Reuben Stokes,Patsy Wachter & Floyd Osborne,krueger@me.com,Male,Patsy Wachter,Clemmons,Personal,8474727028,6340 Armsburg Rd,NC,27012-8289,1961-07-03,,,,
John Snow,Active Client,6,Tennille Brinkerhoff,WOTNLLN81C9I,,515.05,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-10-21,2019-04-21,Donnie Key,Birdie Lipscomb & Connie Novak,larry@me.com,Male,Birdie Lipscomb,Winston Salem,Personal,8758396009,5112 Beckerdite Stewart Rd,NC,27107-9400,1961-07-03,,,,
John Snow,Active Client,6,Crista Manuel,CZZBVFFBYGL8,,517.17,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-15,2019-08-15,Richie Young,William Montgomery & Tania Cook,hstiles@optonline.net,Male,William Montgomery,Winston Salem,Personal,9473459948,5137 Rockmont Ct,NC,27104-5132,1956-02-27,,,,
John Snow,Active Client,6,Justine Hockenberry,YJFYZOW028PY,,397.9,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-11,2019-05-11,Troy Norton,Herbert Wilson & Jarrod Gaines,bjornk@mac.com,Female,Herbert Wilson,Winston Salem,Personal,1510048811,1719 Angelo St,NC,27104-3209,1956-02-27,,,,
John Snow,Active Client,6,Felicidad Krahn,FZ6J1YZ979GR,,802.45,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-18,2019-05-18,Burton Stanley,John Maynarich & Moses English,lauronen@att.net,Female,John Maynarich,Winston Salem,Personal,8980246668,148 Greenvalley Rd,NC,27106-4811,1977-04-05,,,,
John Snow,Active Client,6,Anita Vanderbilt,WZAMK6UB504V,,837.84,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-12-02,2019-06-02,Rick Kramer,Alice Michalove & Quinn Mills,nelson@aol.com,Male,Alice Michalove,Winston Salem,Personal,6086785970,1658 Village Pl,NC,27127-5818,1976-10-01,,,,
John Snow,Active Client,6,Zaida Densmore,3UC7UZM9MXP4,,1856.63,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-08,2019-07-08,Scott Chang,Evelyn Lazenby & Silvia Cole,jfmulder@yahoo.ca,Male,Evelyn Lazenby,Mocksville,Personal,7913989079,302 Colin Creek Trl,NC,27028-7174,1979-01-23,,,,
John Snow,Active Client,6,Weston Ellinger,9SNI7GTUGAMX,,648.09,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-16,2019-03-16,Maria Patton,John Coles & Effie Hayes,seurat@att.net,Male,John Coles,Clemmons,Personal,4159125138,140 Saint Johns Ct,NC,27012-9551,1970-08-13,,,,
John Snow,Active Client,6,Isabell Nourse,RWCKLC3FU70U,,446.16,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-16,2019-03-16,Loren Buckley,Dora Stanley & Darren Schmitt,sacraver@hotmail.com,Male,Dora Stanley,Clemmons,Personal,2798651093,140 Saint Johns Ct,NC,27012-9551,1948-02-12,,,,
John Snow,Active Client,6,Karly Curran,9MFIIRNN5R78,,468.62,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-23,2019-03-23,Kory Vazquez,Robert Webb & Adela Reilly,amcuri@att.net,Female,Robert Webb,Winston Salem,Personal,2801224403,3305 Parrish Rd,NC,27105-6930,1991-02-07,,,,
John Snow,Active Client,6,Galina Donelan,T39N3KKXXJCT,,768.9,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-20,2019-05-20,Rupert Petty,Jessie Coggins & Lila Raymond,fwiles@optonline.net,Female,Jessie Coggins,Winston Salem,Personal,6540188367,4541 Kreeger Rd,NC,27106-1666,1975-06-28,,,,
John Snow,Active Client,6,Elly Paolucci,9NLXQSOU2YTH,,1260.18,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-10-01,2019-04-01,Darcy Brown,Mark Bee & Ashlee Glass,jcholewa@live.com,Male,Mark Bee,Winston Salem,Personal,4084417606,3543 Shaw Rd,NC,27105-4000,1975-06-28,,,,
John Snow,Active Client,6,Deandre Prude,14QI99N06F6J,,744.22,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-10-01,2019-04-01,Fay Herring,Janette Mickey & Wendi Huff,arathi@att.net,Female,Janette Mickey,Mocksville,Personal,7472353983,432 Pleasant Acre Dr,NC,27028-6803,1975-06-28,,,,
John Snow,Active Client,6,Mercedes Borda,IZ3V04GG37CJ,,1839.25,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-10-09,2019-04-09,Kelvin Ramirez,Barry Robertson & Hallie Glover,maikelnai@gmail.com,Female,Barry Robertson,Lewisville,Personal,2066237318,110 Windham Farm Ln,NC,27023-8303,1969-09-14,,,,
John Snow,Active Client,6,Matilde Ingraham,WRPIMTV114IX,,1522.57,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-10-25,2019-04-25,Dwain Reid,Nancy Thomas & Tricia Byrd,clkao@yahoo.ca,Male,Nancy Thomas,Winston Salem,Personal,9322534618,1710 Virginia Rd,NC,27104-3253,1966-08-05,,,,
John Snow,Active Client,6,Marquita Muldowney,9CRUXGTCNHYC,,100,Single,Nationwide Affinity Co Of Amer,Personal Auto,2019-01-02,2019-07-02,Evan Larsen,Cornelia Gilmore & Lyman Rogers,crowl@hotmail.com,,Cornelia Gilmore,Cooleemee,Personal,8042306036,317 Marginal St,NC,27014,1966-08-05,,,,
John Snow,Active Client,6,Rosette Lucia,TCNQEGMFIGCE,,329.63,Single,Nationwide Ins Co Of Amer,Personal Auto,2018-12-13,2019-06-13,Reba Moses,Victor Sisk & Murray Morgan,syncnine@me.com,,Victor Sisk,Winston Salem,Personal,5886218639,4900 Dippen Rd,NC,27105,1980-09-15,,,,
John Snow,Active Client,6,Vivienne Rulison,MSEN33D6WZUW,,100,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-10-14,2019-04-14,Althea Crane,Robert Corey & Dolly Baldwin,claypool@me.com,,Robert Corey,Clemmons,Personal,1809475713,1708 Ramhurst Dr,NC,27012,1982-06-18,,,,
John Snow,Active Client,6,Rosalee Gilford,00HGHLVL0Y8B,,100,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2019-02-05,2019-08-05,Beau Hoffman,Jackie Gordon & Wyatt Norton,crandall@outlook.com,,Jackie Gordon,Eat Bend,Personal,7624035106,1104 Split Rail Ln,NC,27018,1980-02-26,,,,
John Snow,Active Client,6,Alfredo Condit,7UU9EUW9RBZ4,,100,Single,Nationwide Mut Fire Ins Co,Personal Auto,2018-08-27,2019-02-27,Darwin Miranda,Margaret Clayton & Eugene Garcia,kourai@yahoo.com,,Margaret Clayton,Winston Salem,Personal,1851391752,324 Whitford Place Ct,NC,27107,1973-02-04,,,,
John Snow,Active Client,6,Phil Chico,BITY03R03EOU,,799.3,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-28,2019-03-28,Shana Glenn,Lena Daniels & Denver Harper,gerlo@icloud.com,Male,Lena Daniels,Charlotte,Personal,1797724465,12310 Cumberland Cove Dr,NC,28273-6810,1973-02-04,,,,
John Snow,Active Client,6,Brandie Placencia,ZIMR5BO2FAQH,,738.02,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-25,2019-05-25,Marty Rhodes,Harold Schaffer & Grant Bailey,kildjean@att.net,Female,Harold Schaffer,Winston Salem,Personal,2060924897,841 Brent St,NC,27103-3809,1973-02-04,,,,
John Snow,Active Client,6,Sol Birney,9Q1C0A8ZYQ1A,,1147.57,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-20,2019-08-20,Evelyn Cannon,Pamela Cornelissen & Barbra Marsh,syncnine@comcast.net,Male,Pamela Cornelissen,Winston Salem,Personal,7524628507,1219 Wedgewood Dr,NC,27103-4211,1960-10-10,,,,
John Snow,Active Client,6,Yee Ribble,JLWL0PWHE9F7,,527.56,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-20,2019-03-20,Sam Sims,Barbara Holt & Santos Merritt,loscar@me.com,Female,Barbara Holt,Winston Salem,Personal,7144111616,861 Kenwick Dr,NC,27106-5535,1960-10-10,,,,
John Snow,Active Client,6,Carmella Landers,GYAPQJQ37UI1,,433.38,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-10-13,2019-04-13,Velma Glover,Harry Andrews & Alyce Anthony,chaikin@sbcglobal.net,Female,Harry Andrews,Winston Salem,Personal,6776851478,1611 Mansfield St,NC,27107-5528,1960-10-10,,,,
John Snow,Active Client,6,Jared Roan,Z2Y8ZJLSSL2V,,342.07,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-16,2019-05-16,Jerome Parks,Brenda Ingram & Caleb Gibson,kludge@optonline.net,Male,Brenda Ingram,Winston Salem,Personal,1410502252,2935 Hickory Tree Rd,NC,27127-9146,1960-10-10,,,,
John Snow,Active Client,6,Victorina Ebert,XGI3TCIOSVU7,,1881.76,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-15,2019-07-15,Geneva Banks,Christophe Slivinsky & Carly Little,aukjan@att.net,Male,Christophe Slivinsky,Greensboro,Personal,8764858142,6716 Coltrane Mill Rd,NC,27406-8818,1960-10-10,,,,
John Snow,Active Client,6,Emiko Lobo,O2ZKO4QOFHJ1,,1881.76,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-15,2019-07-15,Deanna Li,Mark Hill & Marlon Hammond,jschauma@msn.com,Male,Mark Hill,Greensboro,Personal,3476026280,6716 Coltrane Mill Rd,NC,27406-8818,1960-10-10,,,,
John Snow,Active Client,6,Xavier Hughes,27J1ZF9TDLN9,,2674.79,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-15,2019-07-15,Junior Kane,Gregory Bodenhamer & Marcy Mayo,bhima@aol.com,Male,Gregory Bodenhamer,Winston Salem,Personal,5348486871,623 Lankashire Rd,NC,27106-5427,1960-10-10,,,,
John Snow,Active Client,6,Aubrey Loder,N49F55ORY6XA,,2674.79,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-15,2019-07-15,Jerry Vega,Malcolm Pettit & Wanda Beltran,vmalik@gmail.com,Male,Malcolm Pettit,Winston Salem,Personal,9856452470,623 Lankashire Rd,NC,27106-5427,1960-10-10,,,,
John Snow,Active Client,6,Dayle Mckeithan,V0B4K8JSQ1AW,,788.86,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-08-24,2019-02-24,Tami Ellison,Richard Grogan & Darrel Jones,skaufman@aol.com,Male,Richard Grogan,Winston Salem,Personal,2939294028,4355 Bryn Mawr Ln,NC,27103-5909,1960-10-10,,,,
John Snow,Active Client,6,Lurlene Raynes,37102KPCMPRA,,788.86,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-08-24,2019-02-24,Molly Eaton,Frederick Joyner & Ada Walker,grinder@hotmail.com,Male,Frederick Joyner,Winston Salem,Personal,4354252456,4355 Bryn Mawr Ln,NC,27103-5909,1960-10-10,,,,
John Snow,Active Client,6,Alton Shute,BEX8IL8OBLRC,,788.86,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-08-24,2019-02-24,Gordon Carey,Susan Clifton & Jesus Ochoa,arnold@icloud.com,Male,Susan Clifton,Winston Salem,Personal,7986064480,4355 Bryn Mawr Ln,NC,27103-5909,1960-10-10,,,,
John Snow,Active Client,6,Vasiliki Stiefel,XWJ86KCR6YHN,,819.54,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-24,2019-08-24,Cliff Alvarez,Vickie Kinyoun & Dylan Yoder,kourai@yahoo.com,Male,Vickie Kinyoun,Winston Salem,Personal,7408957891,4355 Bryn Mawr Ln,NC,27103-5909,1960-10-10,,,,
John Snow,Active Client,6,Ignacio Lewellen,OWL55KKXW68J,,819.54,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-24,2019-08-24,Jan Hensley,James Salzwedel & Scott Miles,eabrown@hotmail.com,Male,James Salzwedel,Winston Salem,Personal,4898312432,4355 Bryn Mawr Ln,NC,27103-5909,1983-10-17,,,,
John Snow,Active Client,6,Brice Delatorre,51RU6POUJZD8,,1102.58,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-01,2019-03-01,Cara Mccoy,Gayle Laverty & Young Bird,rkobes@aol.com,Female,Gayle Laverty,Winston Salem,Personal,2421854652,981 Foxhall Dr,NC,27106-4431,1963-12-06,,,,
John Snow,Active Client,6,Leonardo Setser,2HWHGDL7B17X,,1102.58,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-01,2019-03-01,Harley Kerr,Clifton Mack & Kara Fields,feamster@live.com,Female,Clifton Mack,Winston Salem,Personal,9183269357,981 Foxhall Dr,NC,27106-4431,1963-12-06,,,,
John Snow,Active Client,6,Colene Dinapoli,GQ0RPCS2UEQ6,,1126.41,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-01,2019-09-01,Todd Mckee,Miguel Salcedo & Wiley Boone,gtewari@aol.com,Female,Miguel Salcedo,Winston Salem,Personal,2405401375,981 Foxhall Dr,NC,27106-4431,1977-08-12,,,,
John Snow,Active Client,6,Shara Sayer,8OO6GAQ2NTM1,,1126.41,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-01,2019-09-01,Sherri Austin,Katrina Ferris & Marian Silva,slanglois@gmail.com,Female,Katrina Ferris,Winston Salem,Personal,2367181212,981 Foxhall Dr,NC,27106-4431,1977-08-12,,,,
John Snow,Active Client,6,Mica Maly,1IZXVMLVYTDT,,1306.46,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-29,2019-03-29,Lacy Gibson,Lorene Petree & Marlin Kelley,cremonini@gmail.com,,Lorene Petree,Winston Salem,Personal,8210361470,147 Linbrook Dr,NC,27106-4538,1977-08-12,,,,
John Snow,Active Client,6,Roy Dries,L8MMCE43H79L,,711.5,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-30,2019-05-30,Wyatt Holland,Samuel Fuller & Renee Dudley,quantaman@att.net,Female,Samuel Fuller,Winston Salem,Personal,6797656101,2815 Ne Gilmer Ave,NC,27105-4331,1977-08-12,,,,
John Snow,Active Client,6,Quinton Spece,15STNDP3M5ES,,912.28,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-06,2019-05-06,Kris Owen,Jack Nance & Josef Ware,jgoerzen@msn.com,Male,Jack Nance,Winston Salem,Personal,1696839629,2121 Sallies Ln,NC,27106-9651,1977-08-12,,,,
John Snow,Active Client,6,Lucius Mease,92SINI6U4N8M,,1055.12,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-12-01,2019-06-01,Luann Summers,Jack Smith & Teri Webster,gilmoure@icloud.com,Male,Jack Smith,King,Personal,2341751891,604 Ingram Dr,NC,27021-9440,1977-08-12,,,,
John Snow,Active Client,6,Irvin Cline,DJTSZXV3UZQ5,,482.51,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-12-22,2019-06-22,Opal Orozco,Marshall Dameron & Ismael Ellison,staikos@comcast.net,Female,Marshall Dameron,Wallburg,Personal,7436804400,P.O. BOX 112,NC,27373-0112,1992-05-13,,,,
John Snow,Active Client,6,Annalisa Rendon,ABFA1Q6672WS,,482.51,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-12-22,2019-06-22,Bobbi Moore,Shirley Robinson & Mitch Jacobs,monkeydo@sbcglobal.net,Female,Shirley Robinson,Wallburg,Personal,9215930018,P.O. BOX 112,NC,27373-0112,1961-08-20,,,,
John Snow,Active Client,6,Emmaline Ceja,HZ5NHCDFQ4N5,,1877.84,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-14,2019-07-14,Lola Yu,Vivian Simmons & Ward Brady,rddesign@live.com,Female,Vivian Simmons,Winston Salem,Personal,5568371784,2518 Tantelon Pl,NC,27127-4628,1995-11-17,,,,
